template,line,type,class,source
"templates/achievements.html",27,"fontawesome","fas fa-heart me-2","<i class=""fas fa-heart me-2""></i>HelpChain Volunteer"
"templates/achievements.html",44,"fontawesome","fas fa-tachometer-alt me-1","<i class=""fas fa-tachometer-alt me-1""></i>Dashboard"
"templates/achievements.html",49,"fontawesome","fas fa-tasks me-1","<i class=""fas fa-tasks me-1""></i>Моите задачи"
"templates/achievements.html",54,"fontawesome","fas fa-search me-1","<i class=""fas fa-search me-1""></i>Налични задачи"
"templates/achievements.html",59,"fontawesome","fas fa-trophy me-1","<i class=""fas fa-trophy me-1""></i>Постижения"
"templates/achievements.html",73,"fontawesome","fas fa-user-circle me-1","<i class=""fas fa-user-circle me-1""></i>{{ current_user.name if"
"templates/achievements.html",82,"fontawesome","fas fa-user me-2","<i class=""fas fa-user me-2""></i>Моят профил"
"templates/achievements.html",90,"fontawesome","fas fa-cog me-2","<i class=""fas fa-cog me-2""></i>Настройки"
"templates/achievements.html",100,"fontawesome","fas fa-sign-out-alt me-2","<i class=""fas fa-sign-out-alt me-2""></i>Изход"
"templates/achievements.html",112,"fontawesome","fas fa-moon","<i class=""fas fa-moon""></i>"
"templates/achievements.html",129,"fontawesome","fas fa-trophy text-warning me-2","<i class=""fas fa-trophy text-warning me-2""></i>Постижения и"
"templates/achievements.html",144,"fontawesome","fas fa-star text-white","<i class=""fas fa-star text-white""></i>"
"templates/achievements.html",151,"fontawesome","fas fa-arrow-up me-1","<i class=""fas fa-arrow-up me-1""></i>Продължавай да помагаш!"
"templates/achievements.html",159,"fontawesome","fas fa-level-up-alt text-white","<i class=""fas fa-level-up-alt text-white""></i>"
"templates/achievements.html",166,"fontawesome","fas fa-target me-1","<i class=""fas fa-target me-1""></i>{{"
"templates/achievements.html",176,"fontawesome","fas fa-trophy text-white","<i class=""fas fa-trophy text-white""></i>"
"templates/achievements.html",183,"fontawesome","fas fa-lock me-1","<i class=""fas fa-lock me-1""></i>{{ total_achievements|default(0) -"
"templates/achievements.html",192,"fontawesome","fas fa-fire text-white","<i class=""fas fa-fire text-white""></i>"
"templates/achievements.html",199,"fontawesome","fas fa-calendar-check me-1","<i class=""fas fa-calendar-check me-1""></i>Поддържай серията!"
"templates/achievements.html",229,"fontawesome","fas fa-medal text-primary me-2","<i class=""fas fa-medal text-primary me-2""></i>Постижения"
"templates/achievements.html",294,"fontawesome","fas fa-check-circle me-1","<i class=""fas fa-check-circle me-1""></i>Отключено!"
"templates/achievements.html",301,"fontawesome","fas fa-trophy fa-3x text-muted mb-3","<i class=""fas fa-trophy fa-3x text-muted mb-3""></i>"
"templates/achievements.html",315,"fontawesome","fas fa-crown text-warning me-2","<i class=""fas fa-crown text-warning me-2""></i>Класация на доброволците"
"templates/achievements.html",325,"fontawesome","fas fa-user-circle fa-2x","<i class=""fas fa-user-circle fa-2x""></i>"
"templates/achievements.html",339,"fontawesome","fas fa-crown text-warning","<i class=""fas fa-crown text-warning""></i>"
"templates/admin.html",40,"fontawesome","fas fa-tools me-2","<i class=""fas fa-tools me-2""></i>HelpChain Admin"
"templates/admin.html",57,"fontawesome","fas fa-home me-1","<i class=""fas fa-home me-1""></i>Начало"
"templates/admin.html",62,"fontawesome","fas fa-tachometer-alt me-1","<i class=""fas fa-tachometer-alt me-1""></i>Dashboard"
"templates/admin.html",73,"fontawesome","fas fa-cogs me-1","<i class=""fas fa-cogs me-1""></i>Управление"
"templates/admin.html",81,"fontawesome","fas fa-users me-2","<i class=""fas fa-users me-2""></i>Доброволци"
"templates/admin.html",89,"fontawesome","fas fa-clipboard-list me-2","<i class=""fas fa-clipboard-list me-2""></i>Заявки"
"templates/admin.html",97,"fontawesome","fas fa-user-shield me-2","<i class=""fas fa-user-shield me-2""></i>Роли и потребители"
"templates/admin.html",104,"fontawesome","fas fa-chart-bar me-1","<i class=""fas fa-chart-bar me-1""></i>Аналитика"
"templates/admin.html",109,"fontawesome","fas fa-history me-1","<i class=""fas fa-history me-1""></i>Логове"
"templates/admin.html",114,"fontawesome","fas fa-download me-1","<i class=""fas fa-download me-1""></i>Експорт"
"templates/admin.html",119,"fontawesome","fas fa-shield-alt me-1","<i class=""fas fa-shield-alt me-1""></i>2FA"
"templates/admin.html",131,"fontawesome","fas fa-moon","<i class=""fas fa-moon""></i>"
"templates/admin.html",136,"fontawesome","fas fa-sign-out-alt me-1","<i class=""fas fa-sign-out-alt me-1""></i>Изход"
"templates/admin.html",151,"fontawesome","fas fa-tools me-3","<i class=""fas fa-tools me-3""></i>Администраторски панел"
"templates/admin.html",158,"fontawesome","fas fa-shield-alt me-1","<i class=""fas fa-shield-alt me-1""></i>Администратор"
"templates/admin.html",161,"fontawesome","fas fa-clock me-1","<i class=""fas fa-clock me-1""></i>{{ moment().format('DD/MM/YYYY"
"templates/admin.html",165,"fontawesome","fas fa-server me-1","<i class=""fas fa-server me-1""></i>Система активна"
"templates/admin.html",176,"custom-class","icon-modern","<div class=""stats-icon-modern hc-bg-primary-gradient"">"
"templates/admin.html",177,"fontawesome","fas fa-users","<i class=""fas fa-users""></i>"
"templates/admin.html",186,"custom-class","icon-modern","<div class=""stats-icon-modern hc-bg-success-gradient"">"
"templates/admin.html",187,"fontawesome","fas fa-clipboard-list","<i class=""fas fa-clipboard-list""></i>"
"templates/admin.html",196,"custom-class","icon-modern","<div class=""stats-icon-modern hc-bg-warning-gradient"">"
"templates/admin.html",197,"fontawesome","fas fa-user-shield","<i class=""fas fa-user-shield""></i>"
"templates/admin.html",206,"custom-class","icon-modern","<div class=""stats-icon-modern hc-bg-info-gradient"">"
"templates/admin.html",207,"fontawesome","fas fa-chart-line","<i class=""fas fa-chart-line""></i>"
"templates/admin.html",274,"fontawesome","fas fa-bolt text-warning me-2","<i class=""fas fa-bolt text-warning me-2""></i>Бързи действия"
"templates/admin.html",281,"custom-class","icon-modern","<div class=""action-icon-modern"">"
"templates/admin.html",282,"fontawesome","fas fa-users","<i class=""fas fa-users""></i>"
"templates/admin.html",292,"custom-class","icon-modern","<div class=""action-icon-modern"">"
"templates/admin.html",293,"fontawesome","fas fa-clipboard-list","<i class=""fas fa-clipboard-list""></i>"
"templates/admin.html",303,"custom-class","icon-modern","<div class=""action-icon-modern"">"
"templates/admin.html",304,"fontawesome","fas fa-chart-bar","<i class=""fas fa-chart-bar""></i>"
"templates/admin.html",314,"custom-class","icon-modern","<div class=""action-icon-modern"">"
"templates/admin.html",315,"fontawesome","fas fa-user-shield","<i class=""fas fa-user-shield""></i>"
"templates/admin.html",325,"custom-class","icon-modern","<div class=""action-icon-modern"">"
"templates/admin.html",326,"fontawesome","fas fa-history","<i class=""fas fa-history""></i>"
"templates/admin.html",336,"custom-class","icon-modern","<div class=""action-icon-modern"">"
"templates/admin.html",337,"fontawesome","fas fa-download","<i class=""fas fa-download""></i>"
"templates/admin.html",347,"custom-class","icon-modern","<div class=""action-icon-modern"">"
"templates/admin.html",348,"fontawesome","fas fa-shield-alt","<i class=""fas fa-shield-alt""></i>"
"templates/admin.html",358,"custom-class","icon-modern","<div class=""action-icon-modern"">"
"templates/admin.html",359,"fontawesome","fas fa-cogs","<i class=""fas fa-cogs""></i>"
"templates/admin.html",374,"fontawesome","fas fa-info-circle me-2","<i class=""fas fa-info-circle me-2""></i>Системна информация"
"templates/admin.html",380,"fontawesome","fas fa-sync-alt me-1","<i class=""fas fa-sync-alt me-1""></i>Обнови"
"templates/admin.html",466,"fontawesome","fas fa-spinner fa-spin me-1","'<i class=""fas fa-spinner fa-spin me-1""></i>Обновяване...';"
"templates/admin_analytics.html",41,"fontawesome","fas fa-chart-line me-2","<i class=""fas fa-chart-line me-2""></i>HelpChain Analytics"
"templates/admin_analytics.html",58,"fontawesome","fas fa-tachometer-alt me-1","<i class=""fas fa-tachometer-alt me-1""></i>Dashboard"
"templates/admin_analytics.html",66,"fontawesome","fas fa-chart-line me-1","<i class=""fas fa-chart-line me-1""></i>Analytics"
"templates/admin_analytics.html",71,"fontawesome","fas fa-users me-1","<i class=""fas fa-users me-1""></i>Доброволци"
"templates/admin_analytics.html",79,"fontawesome","fas fa-user-shield me-1","<i class=""fas fa-user-shield me-1""></i>Роли"
"templates/admin_analytics.html",87,"fontawesome","fas fa-sign-out-alt me-1","<i class=""fas fa-sign-out-alt me-1""></i>Изход"
"templates/admin_analytics.html",104,"fontawesome","fas fa-home me-1","<i class=""fas fa-home me-1""></i>Админ панел"
"templates/admin_analytics.html",108,"fontawesome","fas fa-chart-line me-1","<i class=""fas fa-chart-line me-1""></i>Аналитика"
"templates/admin_analytics.html",119,"fontawesome","fas fa-chart-line text-primary me-2","<i class=""fas fa-chart-line text-primary me-2""></i>Advanced"
"templates/admin_analytics.html",132,"fontawesome","fas fa-download me-1","<i class=""fas fa-download me-1""></i>{{ _('Export JSON') }}"
"templates/admin_analytics.html",135,"fontawesome","fas fa-file-csv me-1","<i class=""fas fa-file-csv me-1""></i>{{ _('Export CSV') }}"
"templates/admin_analytics.html",144,"fontawesome","fas fa-filter me-2","<h5 class=""mb-3""><i class=""fas fa-filter me-2""></i>Филтри</h5>"
"templates/admin_analytics.html",195,"fontawesome","fas fa-sync-alt me-1","<i class=""fas fa-sync-alt me-1""></i>Обнови"
"templates/admin_analytics.html",209,"fontawesome","fas fa-arrow-up","<i class=""fas fa-arrow-up""></i>"
"templates/admin_analytics.html",222,"fontawesome","fas fa-arrow-up","<i class=""fas fa-arrow-up""></i>"
"templates/admin_analytics.html",235,"fontawesome","fas fa-arrow-down","<i class=""fas fa-arrow-down""></i>"
"templates/admin_analytics.html",246,"fontawesome","fas fa-arrow-up","<i class=""fas fa-arrow-up""></i>"
"templates/admin_analytics.html",258,"fontawesome","fas fa-chart-line me-2","<i class=""fas fa-chart-line me-2""></i>Трендове през времето"
"templates/admin_analytics.html",281,"fontawesome","fas fa-chart-pie me-2","<i class=""fas fa-chart-pie me-2""></i>Разпределение по категории"
"templates/admin_analytics.html",295,"fontawesome","fas fa-map-marked-alt me-2","<i class=""fas fa-map-marked-alt me-2""></i>Географско"
"templates/admin_analytics.html",307,"fontawesome","fas fa-crystal-ball me-2","<i class=""fas fa-crystal-ball me-2""></i>Прогнози за следващите 3"
"templates/admin_analytics.html",320,"fontawesome","fas fa-tachometer-alt me-2","<i class=""fas fa-tachometer-alt me-2""></i>Performance Metrics"
"templates/admin_dashboard.html",12,"fontawesome","fas fa-hourglass-half me-1","<span class=""badge bg-secondary""><i class=""fas fa-hourglass-half me-1""></i>{{ _('Pending') }}</span>"
"templates/admin_dashboard.html",14,"fontawesome","fas fa-tools me-1","<span class=""badge bg-warning text-dark""><i class=""fas fa-tools me-1""></i>{{ _('In progress') }}</span>"
"templates/admin_dashboard.html",16,"fontawesome","fas fa-check-circle me-1","<span class=""badge bg-success""><i class=""fas fa-check-circle me-1""></i>{{ _('Completed') }}</span>"
"templates/admin_dashboard.html",18,"fontawesome","fas fa-times-circle me-1","<span class=""badge bg-danger""><i class=""fas fa-times-circle me-1""></i>{{ _('Cancelled') }}</span>"
"templates/admin_dashboard.html",20,"fontawesome","fas fa-question-circle me-1","<span class=""badge bg-light text-dark""><i class=""fas fa-question-circle me-1""></i>{{ _('Unknown') }}</span>"
"templates/admin_dashboard.html",29,"fontawesome","fas fa-shield-alt me-1","<i class=""fas fa-shield-alt me-1""></i> HelpChain Admin"
"templates/admin_dashboard.html",225,"fontawesome","fas fa-layer-group me-2","<i class=""fas fa-layer-group me-2""></i> {{ _('Общо заявки') }}"
"templates/admin_dashboard.html",233,"fontawesome","fas fa-hourglass-half me-2","<i class=""fas fa-hourglass-half me-2""></i> {{ _('Чакащи') }}"
"templates/admin_dashboard.html",241,"fontawesome","fas fa-tools me-2","<i class=""fas fa-tools me-2""></i> {{ _('В процес') }}"
"templates/admin_dashboard.html",249,"fontawesome","fas fa-hands-helping me-2","<i class=""fas fa-hands-helping me-2""></i> {{ _('Доброволци') }}"
"templates/admin_dashboard.html",302,"fontawesome","fas fa-eye","<i class=""fas fa-eye""></i>"
"templates/admin_dashboard.html",342,"fontawesome","fas fa-tag me-1","<span class=""badge bg-light text-dark me-1 mb-1""><i class=""fas fa-tag me-1""></i>{{ sk|trim }}</span>"
"templates/admin_profile.html",23,"fontawesome","fas fa-shield-alt me-2","<i class=""fas fa-shield-alt me-2""></i>HelpChain Admin"
"templates/admin_profile.html",37,"fontawesome","fas fa-tachometer-alt me-1","<i class=""fas fa-tachometer-alt me-1""></i>Dashboard"
"templates/admin_profile.html",42,"fontawesome","fas fa-users me-1","<i class=""fas fa-users me-1""></i>Доброволци"
"templates/admin_profile.html",50,"fontawesome","fas fa-chart-bar me-1","<i class=""fas fa-chart-bar me-1""></i>Аналитика"
"templates/admin_profile.html",63,"fontawesome","fas fa-user-circle me-1","<i class=""fas fa-user-circle me-1""></i>{{ current_user.username"
"templates/admin_profile.html",72,"fontawesome","fas fa-user me-2","<i class=""fas fa-user me-2""></i>Профил"
"templates/admin_profile.html",80,"fontawesome","fas fa-cog me-2","<i class=""fas fa-cog me-2""></i>Настройки"
"templates/admin_profile.html",88,"fontawesome","fas fa-sign-out-alt me-2","<i class=""fas fa-sign-out-alt me-2""></i>Изход"
"templates/admin_profile.html",104,"fontawesome","fas fa-home me-1","<i class=""fas fa-home me-1""></i>Dashboard"
"templates/admin_profile.html",108,"fontawesome","fas fa-user me-1","<i class=""fas fa-user me-1""></i>Моят профил"
"templates/admin_profile.html",116,"fontawesome","fas fa-user-shield","<i class=""fas fa-user-shield""></i>"
"templates/admin_profile.html",143,"fontawesome","fas fa-user me-1","<i class=""fas fa-user me-1""></i>Потребителско име"
"templates/admin_profile.html",147,"fontawesome","fas fa-at","><i class=""fas fa-at""></i"
"templates/admin_profile.html",166,"fontawesome","fas fa-envelope me-1","<i class=""fas fa-envelope me-1""></i>Имейл адрес"
"templates/admin_profile.html",170,"fontawesome","fas fa-envelope","><i class=""fas fa-envelope""></i"
"templates/admin_profile.html",193,"fontawesome","fas fa-calendar me-1","<i class=""fas fa-calendar me-1""></i>Дата на регистрация"
"templates/admin_profile.html",206,"fontawesome","fas fa-shield-alt me-1","<i class=""fas fa-shield-alt me-1""></i>2FA статус"
"templates/admin_profile.html",224,"fontawesome","fas fa-arrow-left me-1","<i class=""fas fa-arrow-left me-1""></i>Назад към Dashboard"
"templates/admin_profile.html",227,"fontawesome","fas fa-save me-1","<i class=""fas fa-save me-1""></i>Запази промените"
"templates/admin_roles.html",39,"fontawesome","fas fa-home me-1","<i class=""fas fa-home me-1""></i>Админ панел"
"templates/admin_roles.html",43,"fontawesome","fas fa-users-cog me-1","<i class=""fas fa-users-cog me-1""></i>Роли и права"
"templates/admin_roles.html",49,"fontawesome","fas fa-users-cog","<h2><i class=""fas fa-users-cog""></i> Управление на роли и права</h2>"
"templates/admin_roles.html",55,"fontawesome","fas fa-plus","<i class=""fas fa-plus""></i> Нова роля"
"templates/admin_roles.html",61,"fontawesome","fas fa-user-plus","<i class=""fas fa-user-plus""></i> Нов потребител"
"templates/admin_roles.html",67,"fontawesome","fas fa-key","<i class=""fas fa-key""></i> Ново право"
"templates/admin_roles.html",91,"fontawesome","fas fa-user-tag","<h5 class=""mb-0""><i class=""fas fa-user-tag""></i> Роли</h5>"
"templates/admin_roles.html",119,"fontawesome","fas fa-check text-success","<i class=""fas fa-check text-success""></i>"
"templates/admin_roles.html",121,"fontawesome","fas fa-times text-muted","<i class=""fas fa-times text-muted""></i>"
"templates/admin_roles.html",140,"fontawesome","fas fa-edit","<i class=""fas fa-edit""></i> Редактирай"
"templates/admin_roles.html",154,"fontawesome","fas fa-trash","<i class=""fas fa-trash""></i> Изтрий"
"templates/admin_roles.html",172,"fontawesome","fas fa-users","<h5 class=""mb-0""><i class=""fas fa-users""></i> Потребители</h5>"
"templates/admin_roles.html",203,"fontawesome","fas fa-check text-success","<i class=""fas fa-check text-success""></i>"
"templates/admin_roles.html",205,"fontawesome","fas fa-times text-danger","<i class=""fas fa-times text-danger""></i>"
"templates/admin_roles.html",213,"fontawesome","fas fa-user-tag","<i class=""fas fa-user-tag""></i> Управление роли"
"templates/admin_roles.html",243,"fontawesome","fas fa-key","<h5 class=""mb-0""><i class=""fas fa-key""></i> Права</h5>"
"templates/admin_settings.html",23,"fontawesome","fas fa-shield-alt me-2","<i class=""fas fa-shield-alt me-2""></i>HelpChain Admin"
"templates/admin_settings.html",37,"fontawesome","fas fa-tachometer-alt me-1","<i class=""fas fa-tachometer-alt me-1""></i>Dashboard"
"templates/admin_settings.html",42,"fontawesome","fas fa-users me-1","<i class=""fas fa-users me-1""></i>Доброволци"
"templates/admin_settings.html",50,"fontawesome","fas fa-chart-bar me-1","<i class=""fas fa-chart-bar me-1""></i>Аналитика"
"templates/admin_settings.html",63,"fontawesome","fas fa-user-circle me-1","<i class=""fas fa-user-circle me-1""></i>{{ current_user.username"
"templates/admin_settings.html",69,"fontawesome","fas fa-user me-2","<i class=""fas fa-user me-2""></i>Профил"
"templates/admin_settings.html",77,"fontawesome","fas fa-cog me-2","<i class=""fas fa-cog me-2""></i>Настройки"
"templates/admin_settings.html",85,"fontawesome","fas fa-sign-out-alt me-2","<i class=""fas fa-sign-out-alt me-2""></i>Изход"
"templates/admin_settings.html",101,"fontawesome","fas fa-home me-1","<i class=""fas fa-home me-1""></i>Dashboard"
"templates/admin_settings.html",105,"fontawesome","fas fa-cog me-1","<i class=""fas fa-cog me-1""></i>Настройки"
"templates/admin_settings.html",113,"fontawesome","fas fa-cog","<i class=""fas fa-cog""></i>"
"templates/admin_settings.html",140,"fontawesome","fas fa-globe me-2","<h4><i class=""fas fa-globe me-2""></i>Общи настройки</h4>"
"templates/admin_settings.html",177,"fontawesome","fas fa-envelope me-2","<h4><i class=""fas fa-envelope me-2""></i>Имейл настройки</h4>"
"templates/admin_settings.html",243,"fontawesome","fas fa-shield-alt me-2","<h4><i class=""fas fa-shield-alt me-2""></i>Сигурност</h4>"
"templates/admin_settings.html",314,"fontawesome","fas fa-chart-bar me-2","<h4><i class=""fas fa-chart-bar me-2""></i>Аналитика</h4>"
"templates/admin_settings.html",357,"fontawesome","fas fa-arrow-left me-1","<i class=""fas fa-arrow-left me-1""></i>Назад към Dashboard"
"templates/admin_settings.html",360,"fontawesome","fas fa-save me-1","<i class=""fas fa-save me-1""></i>Запази настройките"
"templates/admin_volunteers.html",39,"fontawesome","fas fa-hand-holding-heart me-2","<i class=""fas fa-hand-holding-heart me-2""></i>HelpChain Admin"
"templates/admin_volunteers.html",55,"fontawesome","fas fa-tachometer-alt me-1","<i class=""fas fa-tachometer-alt me-1""></i>Dashboard"
"templates/admin_volunteers.html",63,"fontawesome","fas fa-users me-1","<i class=""fas fa-users me-1""></i>Доброволци"
"templates/admin_volunteers.html",71,"fontawesome","fas fa-users-cog me-1","<i class=""fas fa-users-cog me-1""></i>Роли и права"
"templates/admin_volunteers.html",79,"fontawesome","fas fa-chart-line me-1","<i class=""fas fa-chart-line me-1""></i>Аналитика"
"templates/admin_volunteers.html",87,"fontawesome","fas fa-bell me-1","<i class=""fas fa-bell me-1""></i>Нотификации"
"templates/admin_volunteers.html",101,"fontawesome","fas fa-user-circle me-1","<i class=""fas fa-user-circle me-1""></i>Админ"
"templates/admin_volunteers.html",106,"fontawesome","fas fa-user me-2","<i class=""fas fa-user me-2""></i>Профил"
"templates/admin_volunteers.html",114,"fontawesome","fas fa-cog me-2","<i class=""fas fa-cog me-2""></i>Настройки"
"templates/admin_volunteers.html",122,"fontawesome","fas fa-sign-out-alt me-2","<i class=""fas fa-sign-out-alt me-2""></i>Изход"
"templates/admin_volunteers.html",133,"fontawesome","fas fa-moon","<i class=""fas fa-moon""></i>"
"templates/admin_volunteers.html",151,"fontawesome","fas fa-users text-success me-2","<i class=""fas fa-users text-success me-2""></i>Управление на"
"templates/admin_volunteers.html",163,"fontawesome","fas fa-plus me-1","<i class=""fas fa-plus me-1""></i>Добави доброволец"
"templates/admin_volunteers.html",169,"fontawesome","fas fa-download me-1","<i class=""fas fa-download me-1""></i>Експорт"
"templates/admin_volunteers.html",181,"fontawesome","fas fa-users text-white","<i class=""fas fa-users text-white""></i>"
"templates/admin_volunteers.html",191,"fontawesome","fas fa-user-check text-white","<i class=""fas fa-user-check text-white""></i>"
"templates/admin_volunteers.html",201,"fontawesome","fas fa-map-marker-alt text-white","<i class=""fas fa-map-marker-alt text-white""></i>"
"templates/admin_volunteers.html",211,"fontawesome","fas fa-clock text-white","<i class=""fas fa-clock text-white""></i>"
"templates/admin_volunteers.html",224,"fontawesome","fas fa-search me-1","<i class=""fas fa-search me-1""></i>Търсене"
"templates/admin_volunteers.html",238,"fontawesome","fas fa-map-marker-alt me-1","<i class=""fas fa-map-marker-alt me-1""></i>Локация"
"templates/admin_volunteers.html",252,"fontawesome","fas fa-sort me-1","<i class=""fas fa-sort me-1""></i>Сортиране"
"templates/admin_volunteers.html",264,"fontawesome","fas fa-filter me-1","<i class=""fas fa-filter me-1""></i>Филтрирай"
"templates/admin_volunteers.html",270,"fontawesome","fas fa-times me-1","<i class=""fas fa-times me-1""></i>Изчисти"
"templates/admin_volunteers.html",317,"fontawesome","fas fa-eye","<i class=""fas fa-eye""></i>"
"templates/admin_volunteers.html",325,"fontawesome","fas fa-edit","<i class=""fas fa-edit""></i>"
"templates/admin_volunteers.html",334,"fontawesome","fas fa-trash","<i class=""fas fa-trash""></i>"
"templates/admin_volunteers.html",342,"fontawesome","fas fa-users fa-3x text-muted mb-3","<i class=""fas fa-users fa-3x text-muted mb-3""></i>"
"templates/admin_volunteers.html",353,"fontawesome","fas fa-plus me-1","<i class=""fas fa-plus me-1""></i>Добави първия доброволец"
"templates/admin_volunteers.html",378,"fontawesome","fas fa-chevron-left","<i class=""fas fa-chevron-left""></i>"
"templates/admin_volunteers.html",392,"fontawesome","fas fa-chevron-right","<i class=""fas fa-chevron-right""></i>"
"templates/all_categories.html",14,"fontawesome","fas fa-th-large","<i class=""fas fa-th-large""></i>"
"templates/all_categories.html",56,"fontawesome","fas fa-bolt me-2","<i class=""fas fa-bolt me-2"" aria-hidden=""true""></i>{{ _(""Demander de l’aide"") }}"
"templates/all_categories.html",68,"fontawesome","fas fa-plus-circle fa-3x text-primary mb-3","<i class=""fas fa-plus-circle fa-3x text-primary mb-3"" aria-hidden=""true""></i>"
"templates/all_categories.html",77,"fontawesome","fas fa-edit me-2","<i class=""fas fa-edit me-2"" aria-hidden=""true""></i>{{ _('Déposer une demande') }}"
"templates/all_categories.html",84,"fontawesome","fas fa-hand-paper fa-3x text-success mb-3","<i class=""fas fa-hand-paper fa-3x text-success mb-3"" aria-hidden=""true""></i>"
"templates/all_categories.html",93,"fontawesome","fas fa-user-plus me-2","<i class=""fas fa-user-plus me-2"" aria-hidden=""true""></i>{{ _('Devenir bénévole') }}"
"templates/all_categories.html",101,"fontawesome","fas fa-home me-2","<i class=""fas fa-home me-2"" aria-hidden=""true""></i>{{ _(""Retour à l’accueil"") }}"
"templates/analytics.html",9,"fontawesome","fas fa-chart-line","<i class=""fas fa-chart-line""></i> Предиктивна аналитика"
"templates/base.html",66,"custom-class","icon-32x32","<link rel=""icon"" type=""image/png"" sizes=""32x32"" href=""{{ url_for('static', filename='icons/icon-32x32.png') }}"">"
"templates/base.html",67,"custom-class","icon-16x16","<link rel=""icon"" type=""image/png"" sizes=""16x16"" href=""{{ url_for('static', filename='icons/icon-16x16.png') }}"">"
"templates/base.html",212,"fontawesome","fas fa-home","<span class=""hc-navicon"" aria-hidden=""true""><i class=""fas fa-home"" aria-hidden=""true""></i></span>"
"templates/base.html",218,"fontawesome","fas fa-th-list me-1","<i class=""fas fa-th-list me-1"" aria-hidden=""true""></i>{{ _('Fonctionnement') }}"
"templates/base.html",223,"fontawesome","fas fa-inbox me-1","<i class=""fas fa-inbox me-1"" aria-hidden=""true""></i>{{ _('Demandes') }}"
"templates/base.html",228,"fontawesome","fas fa-briefcase me-1","<i class=""fas fa-briefcase me-1"" aria-hidden=""true""></i>"
"templates/base.html",234,"fontawesome","fas fa-info-circle me-1","<i class=""fas fa-info-circle me-1"" aria-hidden=""true""></i>{{ _('À propos') }}"
"templates/base.html",239,"fontawesome","fas fa-envelope me-1","<i class=""fas fa-envelope me-1"" aria-hidden=""true""></i>{{ _('Contact & coopération') }}"
"templates/base.html",244,"fontawesome","fas fa-comments","<span class=""hc-navicon"" aria-hidden=""true""><i class=""fas fa-comments"" aria-hidden=""true""></i></span>"
"templates/base.html",252,"fontawesome","fas fa-cog me-1","<i class=""fas fa-cog me-1"" aria-hidden=""true""></i>{{ _('Admin') }}"
"templates/base.html",289,"fontawesome","fas fa-sign-out-alt me-1","<i class=""fas fa-sign-out-alt me-1"" aria-hidden=""true""></i>{{ _('Logout') }}"
"templates/base.html",296,"fontawesome","fas fa-hands-helping me-1","<i class=""fas fa-hands-helping me-1"" aria-hidden=""true""></i>{{ _('My dashboard') }}"
"templates/base.html",307,"fontawesome","fas fa-bell","<i class=""fas fa-bell"" aria-hidden=""true""></i>"
"templates/base.html",352,"fontawesome","fas fa-user me-1","<i class=""fas fa-user me-1"" aria-hidden=""true""></i>{{ _('Profile') }}"
"templates/base.html",359,"fontawesome","fas fa-sign-out-alt me-1","<i class=""fas fa-sign-out-alt me-1"" aria-hidden=""true""></i>{{ _('Logout') }}"
"templates/base.html",380,"fontawesome","fas fa-magnifying-glass","<i class=""fas fa-magnifying-glass""></i>"
"templates/base.html",435,"fontawesome","fas fa-moon","<i class=""fas fa-moon"" aria-hidden=""true""></i>"
"templates/base.html",441,"fontawesome","fas fa-bell","<i class=""fas fa-bell"" aria-hidden=""true""></i>"
"templates/base.html",587,"fontawesome","fas fa-desktop","<span class=""hc-a11y-tab__icon"" aria-hidden=""true""><i class=""fas fa-desktop""></i></span>"
"templates/base.html",591,"fontawesome","fas fa-laptop","<span class=""hc-a11y-tab__icon"" aria-hidden=""true""><i class=""fas fa-laptop""></i></span>"
"templates/base.html",605,"fontawesome","fas fa-volume-up","<span class=""hc-a11y-tab__icon"" aria-hidden=""true""><i class=""fas fa-volume-up""></i></span>"
"templates/base.html",609,"fontawesome","fas fa-hand-paper","<span class=""hc-a11y-tab__icon"" aria-hidden=""true""><i class=""fas fa-hand-paper""></i></span>"
"templates/base.html",613,"fontawesome","fas fa-leaf","<span class=""hc-a11y-tab__icon"" aria-hidden=""true""><i class=""fas fa-leaf""></i></span>"
"templates/base.html",617,"fontawesome","fas fa-sliders-h","<span class=""hc-a11y-tab__icon"" aria-hidden=""true""><i class=""fas fa-sliders-h""></i></span>"
"templates/create_permission.html",39,"fontawesome","fas fa-key","<h5 class=""mb-0""><i class=""fas fa-key""></i> Създай ново право</h5>"
"templates/create_permission.html",116,"fontawesome","fas fa-save","<i class=""fas fa-save""></i> Създай право"
"templates/create_permission.html",122,"fontawesome","fas fa-times","<i class=""fas fa-times""></i> Отказ"
"templates/create_role.html",40,"fontawesome","fas fa-plus","<h5 class=""mb-0""><i class=""fas fa-plus""></i> Създай нова роля</h5>"
"templates/create_role.html",126,"fontawesome","fas fa-save","<i class=""fas fa-save""></i> Създай роля"
"templates/create_role.html",132,"fontawesome","fas fa-times","<i class=""fas fa-times""></i> Отказ"
"templates/create_user.html",40,"fontawesome","fas fa-user-plus","<i class=""fas fa-user-plus""></i> Създай нов потребител"
"templates/create_user.html",140,"fontawesome","fas fa-save","<i class=""fas fa-save""></i> Създай потребител"
"templates/create_user.html",146,"fontawesome","fas fa-times","<i class=""fas fa-times""></i> Отказ"
"templates/dashboard.html",73,"fontawesome","fas fa-tachometer-alt me-1","<i class=""fas fa-tachometer-alt me-1""></i>Dashboard"
"templates/dashboard.html",78,"fontawesome","fas fa-plus-circle me-1","<i class=""fas fa-plus-circle me-1""></i>Нова заявка"
